,prices,address,links,bed,type,baths,sq_feet,Listing Agent Name,Listing Agent Contact,Listing Agent Company,Description,Key Word
0,"$250,000","230 W Tree Frog Ln, Shelton, WA 98584",https://www.zillow.com/homedetails/230-W-Tree-Frog-Ln-Shelton-WA-98584/60935455_zpid/,3,"<abbr class=""list",2,"1,742",Brian Bradley,360-786-6900,Keller Williams South Sound,"Incredible investment/sweat equity opportunity! Sprawling 1.2 acre gated property at the end of a private county road. Roll up your sleeves, finish junk removal and renovate the interior spaces to your liking. Structure has good bones and life left in the roof. Single story 1,742 SF, 3 bedroom, 1.5 bath, 2 large separate living areas. 2 car attached garage, plus 670 SF shop that fits 1-car and RV/large boat. Pool and hot tub/spa are not functional, but can be repaired. Propane available, tank was removed and line capped. Being sold “AS-IS”. Just outside city limits and minutes to 101!",renovated
1,"$725,000","11629 16th Pl SE, Lake Stevens, WA 98258",https://www.zillow.com/homedetails/11629-16th-Pl-SE-Lake-Stevens-WA-98258/38585031_zpid/,4,"<abbr class=""list",3,"2,120",Matt Durden,425-454-0911,Keller Williams Rlty Bellevue,"Pride of workmanship really shines through in this stunning Lake Stevens remodel. House has been completely renovated from floor to ceiling boasting brand new interior and exterior paint, 3cm countertops, new cabinets, brand-new stainless-steel Samsung appliance package, vaulted ceilings, and more! With 4 bedrooms there is plenty of space for a guestroom or even a second office for working from home. Incredibly spacious 3 car garage. Oversized nearly half acre corner lot with peekaboo views of Lake Stevens and the Cascades. Fully fenced backyard also has a fabulous gazebo and huge deck that is perfect for entertaining your guests and a large gravel area with a huge 14’ double drive gate allows you plenty of room to park your RV or boat.",renovated
2,"$450,000","2411 S Oak St, Kennewick, WA 99337",https://www.zillow.com/homedetails/2411-S-Oak-St-Kennewick-WA-99337/204996096_zpid/,4, House,2,"2,015",April Peterson,,Prestige Real Estate Investments,"Set up to be the perfect 'small' homestead. The property includes a spacious move-in ready home, 1-acre lot, detached shop/garage with separate electric meter, RV parking, and tons of potential to make the yard your own. Home boasts new carpeting, luxury vinyl plank wood flooring, interior and exterior paint, updated bathrooms with new vanities, and fixtures. The large kitchen has been renovated with all new cabinets, butcherblock countertops, and new stainless steel appliances. Tons of natural light fills the home with new windows and sliding glass door. Plenty of room with endless opportunities with no HOA or CC&Rs.",renovated
3,"$1,028,000","16684 Agate Pass Rd NE, Bainbridge Island, WA 98110",https://www.zillow.com/homedetails/16684-Agate-Pass-Rd-NE-Bainbridge-Island-WA-98110/23430076_zpid/,3,"<abbr class=""list",2,"2,017",Sonja L. Jones,206-842-0842,Realogics Sotheby's Int'l Rlty,"Welcome to your island sanctuary! This fabulous, light-filled home with open floor plan, recently renovated kitchen, nestled on private, spacious grounds, with mature landscaping, will make heads turn!  Featuring gleaming red oak floors, custom barn-wood beams, barn door, cozy wood burning stove with artistic tile surround, private upstairs main suite, and an open chefs' kitchen at the heart of the home. Granite countertops, stainless appliances and a professional gas range inspire! Your 1 acre parcel, is insulated by a wooded buffer, and the pond will make you want to relax in an Adirondack chair and watch the wildlife or simply soak up the sun. A spacious wrap-around deck pulls it all together. Mere minutes to Bloedel Reserve. This is it!",renovated
4,"$100,000","21910 103rd Street Ct E #21, Bonney Lake, WA 98391",https://www.zillow.com/homedetails/21910-103rd-Street-Ct-E-21-Bonney-Lake-WA-98391/2067460328_zpid/,3,"<abbr class=""list",2,996,Brandon Judy,425-881-9890,Commonwealth Real Estate Serv.,"1979 Fleetwood featuring: 3 bedrooms, and 2 bathrooms totaling 1074 square feet. This home has been remodeled.  Featured upgrades include: a new roof, upgraded countertops, new siding, and renovated bathrooms. Also featured: a large deck, new cabinets throughout the home, new flooring/carpet, and it all sits on a massive lot (partially fenced). All-ages community. Come make it yours!",renovated
5,"$430,000","13735 15th Ave NE APT A17, Seattle, WA 98125",https://www.zillow.com/homedetails/13735-15th-Ave-NE-APT-A17-Seattle-WA-98125/2140778324_zpid/,2,"<abbr class=""list",2,"1,150",Michael Smidt,253-826-7500,Washington Realty Group,"Updated top floor unit with vaulted ceilings. New exterior siding and walkways just completed this fall. Additional renovations are nearing completion.  Kitchen has quartz counters, designer tile back splash & floors, stainless appliances, undermount sink & eating bar. Spacious Living/dining rooms, fireplace & full-size utility room. Primary w/modern bath, garden tub, newer carpets, paint, vanity & quartz counters. Walk in closets. Updated second full bath w/newer flooring & quartz counters. Clubhouse amenities include a pool, sauna, and indoor jacuzzi. Covered parking, generous storage, and adjacent to Jackson Park golf course and trail. Convenient to light rail at Northgate, with additional light rail coming soon at 145th.",renovated
6,"$350,000","2005 Glen Erin Dr, Walla Walla, WA 99362",https://www.zillow.com/homedetails/2005-Glen-Erin-Dr-Walla-Walla-WA-99362/91568510_zpid/,4,"<abbr class=""list",2,"2,400",Allison Stensrude,509-525-2151,Windermere RE Walla Walla,"This ranch style home features 4 bedrooms, 2 full baths, and 2400 square feet. Walking through the door you are greeted with an abundance of natural light and a cozy wood burning fireplace. Spacious living room and open concept kitchen are perfect for entertaining. The sliding glass door walks you out to a lovely back patio and a generous sized backyard with mature landscaping. Vinyl windows and new energy efficient ductless mini splits. The basement has been fully renovated with new flooring, interior paint, and updated bathroom. Laundry room and utility room downstairs. This property is currently rented through 6/30/22. Welcome home!",renovated
7,"$249,900","416 Duterrow Rd SE, Olympia, WA 98513",https://www.zillow.com/homedetails/416-Duterrow-Rd-SE-Olympia-WA-98513/2066816441_zpid/,3,"<abbr class=""list",2,"1,342",Gloria Christerson,253-472-2122,RE/MAX Northwest Realtors,"CASH BUYERS, this affordable manufactured home is on .63 acres close to shopping, schools, freeway on ramps and parks. The home has been completely renovated and is in good condition. The kitchen cabinets, counter tops and back splash, flooring, and appliances are updated. Both bathroom have also been updated with tile floors and surround. All rooms include updates. The home includes 3 bedrooms and a family room. There are a few add-on stick-built structure which increase size. The front of the home includes a large covered deck and patio for entertaining. Garden space and fruit trees are in the large yard. Storage sheds and carport. Lots of parking. CASH ONLY.",renovated
8,"$885,000","4538 NE 219th St, Ridgefield, WA 98642",https://www.zillow.com/homedetails/4538-NE-219th-St-Ridgefield-WA-98642/23325060_zpid/,5,"<abbr class=""list",4,"3,718",Nick Shivers,503-594-0805,Keller Williams Realty Portland Central,"Spacious home on more than 5 acres with $200,000 worth of renovation: new roof, siding, window, floors, kitchen, new paint, lighting, & fixtures. Main level features primary BR, additional BR, 2 bathrooms, living room with fireplace, kitchen, & dining room. Extended family living basement features living room with slider to backyard, 3 additional BRs, bathroom, kitchen, & laundry room. Large backyard includes full fencing, barn with 3 stalls & shop/office attached to the barn.",renovated
9,"$5,480,000","9645 NE 31st St, Clyde Hill, WA 98004",https://www.zillow.com/homedetails/9645-NE-31st-St-Clyde-Hill-WA-98004/49080682_zpid/,4,"<abbr class=""list",4,"4,570",Wendy Klinker,425-822-5100,Windermere Real Estate/East,"Elegantly renovated and modernized, this stunning 4 BR contemporary is the crown jewel of Clyde Hill. Masterful architecture & design surrounded by open beams, soaring ceilings and walls of windows offering a radiant glow throughout the home. A magnificent chef’s kitchen with a trendy breakfast nook, an impressively grand quartz island and privileged views of Lake WA and Seattle. Relax in the Primary Suite’s lavish spa-like bath with its soothing tranquil view and endless closets. Designer finishes throughout complement 3 spacious open living and entertaining areas. Brand new decks and landscaping surrounds this savvy, smart-wired home with generously sized bedrooms. A desirable & spectacular oasis. The absolute epitome of luxurious living.",renovated
