,prices,address,links,bed,type,baths,sq_feet,Listing Agent Name,Listing Agent Contact,Listing Agent Company,Description,Key Word
0,"$315,000","156 Cedar Cir, Crossville, TN 38555",https://www.zillow.com/homedetails/156-Cedar-Cir-Crossville-TN-38555/41020044_zpid/,3, House,2,"1,814",Genelle Thomas,618-920-3911,Better Homes and Garden Real Estate Gwin Realty,"Move in ready, brick front home on a quiet cul-de-sac!  Inside this spacious home is so many great features including hardwood floors in the living area spaces.  Natural gas fireplace in the living room, along with vaulted ceilings.  The kitchen has solid wood cabinets with soft close doors and drawers, new ice maker in refrigerator, and gas range.  Large master bedroom with a trey ceiling, and large walk-in closet. Master bath has double sink vanity, walk in shower. Laundry room right outside of bedroom and near kitchen too.  Washer/dryer convey.  Bedrooms 2 & 3 are much larger than what you typically see in a home.  Carpet in all bedrooms, tile floor in bathrooms and laundry room.  You will enjoy outdoor living in the screened in porch, spacious deck, or nice back yard with a wooded vie Water heater, dryer and furnace all use natural gas.  Septic tank has been pumped less than one year ago.  This is a must see.  Buyer to verify all information before making an informed offer.",soft%20close
1,"$249,900","2109 Leggett Rd, Sale Creek, TN 37373",https://www.zillow.com/homedetails/2109-Leggett-Rd-Sale-Creek-TN-37373/41366849_zpid/,3, House,2,"1,728",Phyllis S Welch,423-593-2775,Tennessee Southern Properties llc,"Great home in the country, with 4 beautiful acres. Home has 3 bedrooms and 2 baths with front and back decks. Kitchen features solid hickory cabinets,( soft close) and with corian solid surface counter tops. Has under the sink marvel ice maker. Whirlpool separate refrigerator and freezer,Kitchenaide convection oven and microwave.Thermador range hood, gas range top. Work island with butcher block top. Walk in pantry.  Den has a cozy gas log  fire place with stacked stone. All new floorings that include  laminated , tile and carpet in one bedroom. Master bath has separate shower with a luxury soaking tub. Heat tile floors! All New tile in the full bath. HV/AC is less than 10 years old with all new solid metal  duct work. Permanent Rock foundation. Does not look like a manufactured home.",soft%20close
2,"$299,900","204 Jefferson Ave E, Carthage, TN 37030",https://www.zillow.com/homedetails/204-Jefferson-Ave-E-Carthage-TN-37030/42373144_zpid/,4, House,2,"1,804",Jordan Duane Stilwell,615-500-3287,"Discover Realty & Auction, LLC","We invite you to tour this characteristically charming home in the heart of Carthage TN. The home was built in 1930, remodeled in 2016, and has been meticulously maintained since. The sizable front porch is covered and welcomes you in. Upon entering, you are immediately greeted with a classic foyer and spacious rooms with 10 foot ceilings. This home features a privacy-fenced back yard with 3 seperate gates, individual HVAC units for upstairs and downstairs, granite counter tops in the kitchen and bathrooms, soft-close cabinets and drawers in the kitchen, and mature trees, among other things. The large deck off the back of the home would make a perfect place to entertain family and friends. All within casual walking distance of Carthage's Historic downtown.",soft%20close
3,"$249,900","472 Fairway Dr, Lafayette, TN 37083",https://www.zillow.com/homedetails/472-Fairway-Dr-Lafayette-TN-37083/81140393_zpid/,3, House,2,"1,771",Stacey Brawner,615-388-5595,Ben Bray Real Estate & Auction Co.,"This fully remodeled brick home is by the golf course and has newer soft close cabinets, granite, tile baths, new laminate floors, carpet in bedrooms.  Paved drive, newer roof, lots to offer, must see!   It has a large lot, big enough for a garden, building, playground, etc.  Very short drive to golf course by golf cart!",soft%20close
4,"$650,000","104 Christley Ln, Ten Mile, TN 37880",https://www.zillow.com/homedetails/104-Christley-Ln-Ten-Mile-TN-37880/42057130_zpid/,3, House,3,"2,128",Loni Marcus,931-252-4357,"Lake Homes Realty, LLC","WATERFRONT! DOCK! LEVEL LOT on Watts Bar Lake.   Welcome to the Cottage on Christley, a beautiful split-level home that has a unique entry of hardwood and wire screen on the stair wells, fixtures that add the extra eye appeal.  Choose to go downstairs and envision spending lots of time sitting in front of the fireplace, dining at the table and enjoying the views of the lake beyond the mature trees.  If you enjoy cooking, this kitchen has lots of counter space!! Complete with soft close drawers and lots of cabinets!   Up-to-date, higher-end electric appliances include garbage disposal, dishwasher, convection microwave and oven and refrigerator all convey.  Kitchen also has  farm sink and newly tiled back splash, pull out spice drawer; making prepping and clean up quick and easy.  Head out from the great room, follow the concrete path to the lake and dock!",soft%20close
5,"$360,000","565 Holt Valley Rd, Nashville, TN 37221",https://www.zillow.com/homedetails/565-Holt-Valley-Rd-Nashville-TN-37221/41153525_zpid/,3, House,2,"1,462",Debbie Flowers,615-390-7445,Keller Williams Realty - Murfreesboro,Adorable! Fabulous renovation- Open one level zoned bedroom home! Freshly Painted! New laminate flooring-carpet and tile- Granite and tiled backsplash- Kitchen & stainless appliances-  windows appx 7 years old -new doors- and roof appx 7 years old. All vanities' and kitchen cabinets have soft close.1 Car basement,soft%20close
6,"$273,420","182 Linden Rd, Centerville, TN 37033",https://www.zillow.com/homedetails/182-Linden-Rd-Centerville-TN-37033/41473365_zpid/,4, House,2,"1,764",Beth Baker,931-242-0067,"Crye-Leike, Inc., REALTORS","Renovated Rustic Farmhouse In the City! 4bdrm/2bath (1764sqft) BRICK Home. Features: ALL NEW... ~Electrical ~Plumbing ~HVAC ~Water Heater ~Drywall & Windows. Restored Original Hardwood Floors & Interior doors! Open Floorplan..New Kitchen w/soft close drawers, Under counter lighting, Stainless appliances, & Luxury plank flooring. Big Master Bdrm w/Shiplap walls & Recessed lighting, Large Level Fenced Yard & Side Yard, Detached Carport, Newer Metal Roof w/Gutter guards. ABSOLUTELY ADORABLE HOME!",soft%20close
7,"$77,250","507 Forest Trl, Bumpus Mills, TN 37028",https://www.zillow.com/homedetails/507-Forest-Trl-Bumpus-Mills-TN-37028/42415278_zpid/,2, Home,1,600,Ginny Mackenzie,931-624-6414,"Patty Page Properties, LLC","PERFECT GET-A-WAY, SO CUTE! Seasonal view of Lake Barkley & Cumberland River.  Near the Bumps Mills Marina and Loon Bay Club House. Completely renovated with new metal studs, insulation, windows, rafters & dimensional roof  shingles, sheet rock ceilings and walls, plumbing and electric wiring. New shower & soft-close cabinets. Covered porch & screen room.  Detached 2 car garage/work shop/boat storage. Newly paved driveway. All on 4 wooded, corner lots.",soft%20close
8,"$650,000","104 Christley Ln #43, Ten Mile, TN 37880",https://www.zillow.com/homedetails/104-Christley-Ln-43-Ten-Mile-TN-37880/2066782250_zpid/,3, House,3,"2,128",Loni Marcus,931-252-4357,Lake Homes Realty,"Welcome to the Cottage on Christley, a beautiful split-level home that has a unique entry of hardwood and wire screen on the stair wells, fixtures that add the extra eye appeal.  Choose to go downstairs and envision spending lots of time sitting in front of the fireplace, dining at the table and enjoying the views of the lake beyond the mature trees.  If you enjoy cooking, this kitchen has lots of counter space!! Complete with soft close drawers and lots of cabinets!   Up-to-date, higher-end  electric appliances include garbage disposal, dishwasher, convection microwave and oven and refrigerator all convey. Kitchen also has  farm sink and newly tiled back splash, pull out spice drawer; making prepping and clean up quick and easy.

Head out from the great room, follow the concrete path to the lake and dock!  With three steps down to the water, even the smallest of swimmers or waders can enjoy the water in the summer months with the quite large, shallow and level area.  Launch a kayak or paddleboard and head out on the water.  Have a boat or two? Room to dock them at the two-slip dock complete with lift.   After a long day of lake activities, roast some marshmallows at the fire pit (fire pit and marshmallows not included).  Or you could head to covered deck and play some music or read a book or anything else that you enjoy.  Retire to the primary bedroom upstairs and admire the view of the water. Do it all over again the next day or do nothing; it's all your choice on how you spend your time here.  
Buyer to verify all pertinent information.",soft%20close
9,"$469,900","2533 McGinnis Dr, Nashville, TN 37216",https://www.zillow.com/homedetails/2533-McGinnis-Dr-Nashville-TN-37216/41090662_zpid/,3, House,2,"1,826",Gary Ashton,,The Ashton Real Estate Group of RE/MAX Advantage,"Updated home with gorgeous stone on the exterior. This 3 bedroom, 2 bath home has plenty of natural light, ceiling fans, updated hardwood flooring and updated countertops. The bath has tile in the shower. The back deck is perfect for entertaining, it is partially covered. The fenced back yard gives extra privacy. Download the Zillow app to access home. Search for the home in the app. Click Self Tour to unlock the door. Full instructions in the document tab.",soft%20close
