,prices,address,links,bed,type,baths,sq_feet,Listing Agent Name,Listing Agent Contact,Listing Agent Company,Description,Key Word
10,"$650,000","14055 1st Ave NW, Seattle, WA 98177",https://www.zillow.com/homedetails/14055-1st-Ave-NW-Seattle-WA-98177/48688216_zpid/,2,"<abbr class=""list",1,"1,110",Joseph Klarman,206-323-0800,Russell Jones Real Estate,"Situated on a highly desirable corner lot in the sought-after Broadview neighborhood, this adorable 1930’s classic bungalow is a perfect blend of charm and function. Featuring a light drenched floorplan, 2 bedrooms plus office space, gleaming wood floors, open spaces, spacious dining area, and many updates including a chef’s kitchen with granite countertops, stainless appliances, and custom cabinets. Great closet space and extra storage in partially finished attic. Lovely patio off the kitchen, perfect for outdoor entertaining, summer dinners and playing in the yard. Near shopping, restaurants, Carkeek Park, Bitter Lake, Close to transit and easy access to I-5 & 99 and downtown.",stainless
11,"$950,000","13606 Kenwanda Dr, Snohomish, WA 98296",https://www.zillow.com/homedetails/13606-Kenwanda-Dr-Snohomish-WA-98296/38505006_zpid/,3,"<abbr class=""list",3,"2,690",Crystal Dickerson,425-637-7777,COMPASS,"[Traditional Grandeur + Mediterranean Influence] West Facing gorgeous home offering IMPRESSIVE PANORAMIC VIEWS of the Snohomish River Valley to the Cascade Mountains. A warm & inviting floorplan w/ room to spread out in the [3 Separate Living/Rec Rms]. Naturally lit with floor to ceiling windows. Updated chef’s Kitchen w/ newer stainless appliances, granite countertops+ pot filler off the tile backsplash. Large primary en-suite with updated bathroom. Beautiful hardwoods thru-out, elegant brick gas fireplace; Meticulously landscaped, 2 decks perfect for entertaining indoor & out, plumbed in gas bbq & garden space, NEW ROOF and GUTTERS 2021, 4th bed/den/office on the main. Conveniently located in Cathcart Snohomish, close to schools & I-405!",stainless
12,"$294,500","1316 C St, Hoquiam, WA 98550",https://www.zillow.com/homedetails/1316-C-St-Hoquiam-WA-98550/55053942_zpid/,5,"<abbr class=""list",2,"1,956",Sandra Shea,360-268-0977,Washington Coast Real Estate,"Beautifully remodeled turn of the Century home w/ views of the Hoquiam river & bridge. Approx. 1960 sq. feet w/ 3 levels of living space Extremely high ceilings, paddle fan & nice lighting. Large Living room enters into a great room w/ a fantastic renovated kitchen. Hickory cabinets, granite counters, stainless Steele appliances & a multi- functional Island. Large dining room area. First floor bedroom. Laundry room w/cabinets & granite counter space. Also Full bath on first floor. 2nd floor features 4 bedrooms as well as an additional full bath. 2 bedrooms have views of the Hoquiam river and bridge. Top floor would could make 2 offices or family rec room. Additional views of the Hoquiam river & harbor. Priced to sell ! Come view today.",stainless
13,"$499,000","1209 18th St, Anacortes, WA 98221",https://www.zillow.com/homedetails/1209-18th-St-Anacortes-WA-98221/23367334_zpid/,2,"<abbr class=""list",1,"1,435",Jean Rule,425-519-3619,RSVP Real Estate-ERA Powered,"It’s where you want to be! Just steps to downtown Anacortes and close to the Fidalgo pool, schools, and senior center. It is in the  heart of everything great about Anacortes. A short walk to stores, restaurants and the waterfront.  Perfectly remodeled with new stainless steel appliances, new roof, fresh paint and landscaping. A new and improved floor plan adds closet space and modern barn door. Classic 1,435 square foot home with 2 bedrooms on the main and 2 bonus rooms in the large attic space.",stainless
14,"$439,999","8404 Lois Pl SE, Yelm, WA 98597",https://www.zillow.com/homedetails/8404-Lois-Pl-SE-Yelm-WA-98597/49418286_zpid/,3,"<abbr class=""list",2,"2,082",Kayla D. LaRance,253-268-3500,"John L. Scott, Inc.","Welcome home to single story living! Lots of room with just over 2,000 sq ft! 3bed, 2 full bath with bonus room/office. Two separate living spaces with an open concept feel perfect for entertaining. Newer kitchen with a great island, stainless appliances, and granite. Brand new roof just put on. This home has a MASSIVE private lot with room for outdoor animals and garden space. Lots of cleared riding trails too. Come enjoy the 2.70 acres with no HOA. Easy access to JBLM. This one wont last long!",stainless
15,"$130,000","12411 116th Avenue Ct E, Puyallup, WA 98374",https://www.zillow.com/homedetails/12411-116th-Avenue-Ct-E-Puyallup-WA-98374/60862949_zpid/,3,"<abbr class=""list",2,"1,456",Jennifer Henderson,888-421-2531,eXp Realty,"Welcome home! Find comfort in this beautiful double wide home located in the desirable Sans Souci 55 + community which is sure to please! Walk into this open floor plan, offering a large kitchen with all stainless steel appliances, 3 bedrooms, 2 baths, master has a private deck with walk in closet, beautiful custom built cabinets and a luxurious shower. Find yourself entertaining in the cozy backyard with space to entertain! Sans Souci offers a clubhouse for entertaining, pool table, large exercise room, swimming pool and additional RV parking. Park approval is needed and small pets are ok. This litte abode is close to the YMCA, shops, restaurants and freeways",stainless
16,"$1,288,000","19737 78th Ave NE, Kenmore, WA 98028",https://www.zillow.com/homedetails/19737-78th-Ave-NE-Kenmore-WA-98028/65227426_zpid/,5,"<abbr class=""list",3,"2,774",Ann J Pierson,425-242-6440,COMPASS,"Stylish, state-of-the-art SMART home befitting of today’s lifestyle! Versatility & comfort offers classic formal venues, inviting great rm w/ custom built-ins, gas fp & a sizeable bonus rm. Gourmet kitchen has white cabinetry, stainless appliances, slab granite, two pantries & an island. Main floor den/5th bedroom w/adjacent full bath. Lovely primary suite, spa-like bath & custom walk-in  closet. Extensive Brazilian cherry hardwoods. Caseta smart lighting, Nest smoke alarms, Ring & gigabit fiber Internet. New furnace, roof & exterior paint. A/C. Low maintenance homesite! Fenced backyard has a putting green, covered patio & raised garden beds with irrigation. Easy care synthetic turf in front yard. 3 car garage w/overhead storage racks.",stainless
17,"$499,900","32208 N Shanna Dr, Chattaroy, WA 99003",https://www.zillow.com/homedetails/32208-N-Shanna-Dr-Chattaroy-WA-99003/23561502_zpid/,4, House,3,"3,646",Lee Arnold,801-574-4020,Keller Williams Spokane - Main,"Timber-lined privacy. Check out this beautifully updated home on 1.13 acres of tree lined land. This home sits up high and has amazing views. You’ll love the soaring ceilings and the wonderful windows. The wrap around porch lets you enjoy both the sun rise and the sun set. Fantastic kitchen with gorgeous countertops and sparkly new stainless steel appliances. There’s a counter eat-at space, breakfast nook and dining area. New carpet and LVP throughout the home. 4 large bedrooms with spacious closets and 3 bathrooms. Plenty of room in the daylight basement. Attached 2 car garage, storage shed. This home is not to be missed. Go see it today.",stainless
18,"$389,000","4306 Blue Heron Cir #B-101, Anacortes, WA 98221",https://www.zillow.com/homedetails/4306-Blue-Heron-Cir-B-101-Anacortes-WA-98221/82573204_zpid/,1,"<abbr class=""list",1,774,Leah Courage,360-605-8402,ONE Realty,"Welcome to elegant & carefree living in the desirable View Ridge Villas! An immaculately maintained 1br/1bath condo in a quiet & private setting in front of a greenbelt w/filtered water & Mount Baker views. Bedroom has ample space for a king sized bed. The large tiled bathroom has sizeable shower, undermounted sink, granite vanity countertop. Kitchen has stainless appliances (UNUSED stovetop & dishwasher), granite countertops, undermounted sink, plenty of storage. Well lit living/dining room off kitchen has large windows to take in the views, sliding glass door to the private deck. Washer/dryer included. Carport w/assigned covered parking & 43 sqft storage unit. Moments from downtown Anacortes and shopping, dining, parks & more.",stainless
19,"$420,000","508 Justice Dr, Yakima, WA 98901",https://www.zillow.com/homedetails/508-Justice-Dr-Yakima-WA-98901/23704390_zpid/,3, House,3,"1,946",Ivonne Young,509-961-6834,Coldwell Banker,"Lovingly maintained single level home located in desirable Terrace Heights area.  Large welcoming front entrance Foyer. This is a 1946 SF home that offers many updates. Just to mention a few; beautiful Cherry cabinets in kitchen remodel that have full extension shelves, double wall ovens, 2 drawer dishwasher, and No Print stainless steel appliances, plus eating bar. Attractive open concept from kitchen to Great Room. Great Room wall mounted TV is included in the sale.  Two living areas, Formal and Great Room. Slider door from Formal Dining Room opens onto back covered patio.  Master Suite offers 2 closets, walk-in and spacious closet with bi-fold doors. Master Bath has a jetted tub to pamper yourself!  Two additional Bedrooms. Middle Bedroom has a Murphy bed.",stainless
20,"$399,000","1782 S 44th St, Tacoma, WA 98418",https://www.zillow.com/homedetails/1782-S-44th-St-Tacoma-WA-98418/49295749_zpid/,4,"<abbr class=""list",1,"1,084",Greg Fredericksen,425-295-4749,Integris Real Estate,"This tastefully updated 4 bed 1 bath Craftsman home offers a great floorplan with a large living room as you enter the home, spacious fully updated kitchen with white shaker cabinets, quartz counters, and stainless steel appliances, beautiful luxury vinyl plank floors, spacious bedrooms on the main floor on both sides of the fully updated bathroom, covered back patio, fully fenced yard with new cedar fencing, additional storage in the unfinished basement area, and located close to shopping, freeway access, and so much more. This is a great home!",stainless
21,"$203,000","1617 Maple Ln APT E8, Kent, WA 98030",https://www.zillow.com/homedetails/1617-Maple-Ln-APT-E8-Kent-WA-98030/2068189795_zpid/,2,"<abbr class=""list",1,930,Austin Homolka,253-845-7275,Park Place Properties,"Welcome to Leaf, a choice condominium that has been vastly updated. This upper-floor unit comes with an open concept and laminate flooring. The spacious living area makes for great gatherings. Enjoy your updated kitchen that comes with a beautiful backsplash, double sink & stainless steel appliances. One parking space for you and numerous spaces for your guests. Conveniently located with easy access to shopping, schools, entertainment, and more. These are just a few of the many features that Leaf has to offer. Welcome home.",stainless
22,"$698,000","9092 Washington Ave NW APT 1, Silverdale, WA 98383",https://www.zillow.com/homedetails/9092-Washington-Ave-NW-APT-1-Silverdale-WA-98383/2069108540_zpid/,2,"<abbr class=""list",2,"1,807",Jackie Killoran,360-692-9777,"John L. Scott, Inc.","Imagine having waterfront as your front yard, a picturesque, meandering creek on one side and waterfowl to entertain you all year long - This is Unit 1 in the Sunrise Cove condominiums - These 7 units are tucked-away in Old Town Silverdale -  They are close to several restaurants, the Silverdale waterfront park, marina, boat ramp and trails - The larger end-unit was the owner/builders since new & has many upgrades unique to Unit 1 like the attached workshop, HUGE 37'X24' RV/Boat garage plus extra, reserved RV parking, additional lawn & beach plus creek frontage.  Inside are tile floors, vaulted ceilings, 3rd floor bonus room, new paint & carpet, stainless appliances, built-in vacuum, woodstove, NO BANK waterfront with an incredible VIEW!",stainless
23,"$360,000","4349 NW Newberry Ln, Bremerton, WA 98312",https://www.zillow.com/homedetails/4349-NW-Newberry-Ln-Bremerton-WA-98312/23416711_zpid/,2,"<abbr class=""list",2,"1,440",Romelle Gosselin,360-779-5205,Windermere RE West Sound Inc.,"Silverdale--One-story home with Views of Dyes Inlet. Move-in Ready 1440 SF home with 2 bedrooms plus den & 2 baths. Hugh detached outbuilding. Home has been signifyingly remodeled over the past 10 years, complete roof w/trusses, siding, windows, wood fireplace insert, kitchen with stainless appliances, both baths. Covered porch to relax and enjoy the views, .37 acre lot has a huge apple tree, fenced back yard & dog run, storage shed, 2 carports, one for an RV and lots of parking. New septic in 2016. 3 minutes to Hwy 16 and easy commute to Naval Bases.",stainless
24,"$699,950","3404 NE 11th Pl, Renton, WA 98056",https://www.zillow.com/homedetails/3404-NE-11th-Pl-Renton-WA-98056/48671338_zpid/,3,"<abbr class=""list",2,"1,290",Tuyet Luong,425-454-2437,"John L. Scott, Inc.","RECENTLY-RENOVATED LIKE NEW HOME! NEW exterior and NEW interior paint, real hardwood thru-out, NEW Kitchen cabinets, NEW under-mount sink, NEW full-height backsplash, NEW Stainless Steel appliances, & NEW Zline range hood, NEW faucet. NEW quartz counters in Kitchen/Baths. ALL NEW baths w/tile floors, rainfall shower-heads. Wood-wrap & double-pane windows, NEW doors, NEW trims, NEW lights fixtures.  NEW electrical panel, NEW plumbing, NEW 50 gallons water heater, & NEW furnace. NEW side-fenced, NEW gutters/downspouts. Walk to shopping, restaurants, & bus-lines. Under 5 Mins Drive to Renton Tech, Highlands Library, QFC, & I-405 freeway. Under 10 Mins to The Landing, Uwajimaya, Gene Coulon Beach. Under 20 Mins to SeaTac Airport & DT Bellevue.",stainless
25,"$589,000","2626 4th Ave N APT 204, Seattle, WA 98109",https://www.zillow.com/homedetails/2626-4th-Ave-N-APT-204-Seattle-WA-98109/48697073_zpid/,2,"<abbr class=""list",2,"1,096",Anne Cantrell,360-233-5033,COMPASS,"Rare 2BR/1.75BA townhouse-style condo on the northeast slope of Queen Anne. Lives like a house!  Relax in your spacious living room with a neutral palate and cozy wood fireplace. Enjoy entertaining in  kitchen w/ custom cabinetry, quartz countertops, stainless steel appliances and icemaker.  Primary bedrm with ensuite tastefully appointed.  Both bathrooms have been remodeled with granite counters, tile showers, flooring, sinks and fixtures. New custom blinds, carpet,dishwasher & hotwater tank. Screen door to deck for entertaining and BBQ. Assigned garage parking, plenty of storage, and large parking lot for guests. Close to Queen Anne + Fremont shops & restaurants with easy access to north & south bound 99. A must see!",stainless
26,"$65,000","3715 152nd St NE UNIT 39, Marysville, WA 98271",https://www.zillow.com/homedetails/3715-152nd-St-NE-UNIT-39-Marysville-WA-98271/38613893_zpid/,2,"<abbr class=""list",1,728,Julie Follett,360-653-1884,KW North Sound,"Welcome to this completely remodeled mobile home in 55+ Park! Gorgeous custom front door welcomes you as you step inside this cozy home complete with open floor plan. Kitchen boasts beautiful new cabinets and countertops with stainless steel appliances. Upgrades include new flooring, new windows and updated bathroom. Enjoy plenty of privacy while relaxing on your adorable, covered back porch. Lot is spacious and and also includes shed for extra storage! BONUS new furnace, and new thermostat. All appliances stay including washer/dryer. Ideal location close to shopping, restaurants, and more. WELCOME HOME!",stainless
27,"$329,950","14200 NE 171st St UNIT F108, Woodinville, WA 98072",https://www.zillow.com/homedetails/14200-NE-171st-St-UNIT-F108-Woodinville-WA-98072/2066706663_zpid/,1,"<abbr class=""list",1,604,Jason Windom,888-421-2531,eXp Realty,"Welcome home to this beautifully remodeled condo in Woodland Hills. This home is centrally located to all that Woodinville has to offer. Being just one block away from the Town Center, minutes to local wineries, and walking distance to local restaurants, this is the perfect location to experience everything Woodinville has to offer. Stunning finishes that include new granite countertops, cabinets, stainless steel appliances, water heater, new flooring, vanity and tiled tub surround, the unit is turn key and ready. Amenities include a pool, hot tub, weight room, sport court, and newly updated clubhouse. Located in the Northshore School district with no rental cap, plenty of guest parking and pets are welcome.",stainless
28,"$72,500","507 131st St E UNIT 23, Tacoma, WA 98445",https://www.zillow.com/homedetails/507-131st-St-E-UNIT-23-Tacoma-WA-98445/60849234_zpid/,2,"<abbr class=""list",2,"1,056",Robert Mager,253-531-9400,Crescent Realty,"Check out this charming 2 bedroom 1 3/4 bath home in Parkland.  Open the door and you will find laminated hardwood floors with free standing gas stove in the living room.  The main bedroom has ensuite.  The kitchen has stainless dishwasher & gas range, also there's a side by side Fridge.  The roof was replaced in 2019 & the covered deck built in 2020.    55+Community",stainless
29,"$749,900","9353 Central Valley Rd NE, Bremerton, WA 98311",https://www.zillow.com/homedetails/9353-Central-Valley-Rd-NE-Bremerton-WA-98311/67052806_zpid/,5,"<abbr class=""list",5,"4,653",Nisha Bharti,206-842-1733,Coldwell Banker Bain,"Amazing/Spacious Custom home built on corner lot over 1/2 acre in Central valley!!!  Home features 5bed, 4 bath, office plus Sunroom. Open floor plan offers Large Kitchen with Island. Granite counter tops and stainless steel appliances. Master suite w/5 piece bathroom and private deck. Heated 4 Car garage very nicely finished.  Lower level has its own separate entry can be used for home based business or  rent for extra income. Big yard with fruit trees and much more to offer. Very convenient location to CK school, close to BASE, Shopping mall, Restaurants, Ferries and freeways.",stainless
30,"$695,000","1231H Mingo Mountain Rd, Kettle Falls, WA 99141",https://www.zillow.com/homedetails/1231H-Mingo-Mountain-Rd-Kettle-Falls-WA-99141/108183759_zpid/,3, House,2,"2,145",Sherri Dotts,509-675-2728,Keller Williams Colville,"This mountain home has everything you will need. 23+ acres of privacy, offering river, mountain and valley views. This 3 bedroom 2 bath home is 2300 sq. ft. with updated kitchen, new black stainless steel appliances, quartz counter tops. Freshly remodeled primary bedroom and bath with large walking closet. Gorgeous Russian masonry wood stove. New 30X28 cement patio, new hot tub never used with a view of the river and mountains. 40X60 pole garage with two garage doors and 26X40 workshop area. Workshop is insulated, garage has 100 amp service. Fenced garden area 100X75 with strawberries, raspberries, and rhubarb. Fenced orchard includes 21 trees with varieties of cherry, apple, almond, plum and peach. Farm was certified organic in 2018.",stainless
31,"$425,000","1951 Clear Valley Dr, Maple Falls, WA 98266",https://www.zillow.com/homedetails/1951-Clear-Valley-Dr-Maple-Falls-WA-98266/23659931_zpid/,4,"<abbr class=""list",3,"1,672",Bret Van Lant,360-933-0001,Weichert Realtors Vanson Assoc,"Completely remodeled 4 bedroom, 3 full bath home! This is the home you have been waiting for! Although it was built in 2000, the home has undergone a $80,000 remodel! Fresh paint inside and out, brand new hot water heater and brand new furnace! Brand new kitchen with all new cabinets, new stainless steel appliances and new quartz countertops! All new flooring, trim, doors, toilets, vanities and so much more! It's truly like a brand new home. New trex deck out back and all new trex steps in front.  3 beds and 2 baths upstairs and downstairs find another bedroom, full bathroom and bonus room! I almost forgot, this home has been professionally re-insulated.  R-49 in the attic and home has been air sealed to educe those utility bills.",stainless
32,"$359,950","1501 Tacoma Ave S UNIT 215, Tacoma, WA 98402",https://www.zillow.com/homedetails/1501-Tacoma-Ave-S-UNIT-215-Tacoma-WA-98402/72281622_zpid/,1,"<abbr class=""list",1,790,Danielle R. Crabtree,253-460-8640,Keller Williams Tacoma,"GORGEOUS fully remodeled, super open modern condo w/TONS of upgrades! Beautiful quartz & granite counters including waterfall edge peninsula in kitchen, stunning hardwood floors, tons of custom cabinets throughout, custom millwork, solid-core doors & top-of-the line stainless steel appliances & custom built-in office too! Also features Indirect lighting + stylized LED lighting + wireless controlled lighting, thermostat, A/C, & door lock. Upgrades too numerous to mention! Truly one of a kind. Must see! You'll love the amenities here too! Secure Parking, Large Gym, great common space w/pool table, kitchen, lounge area & bbq's + a movie theater! Close access to I5. Walking distance to hospitals, UWT, bus station, Amtrak, restaurants & theater.",stainless
33,"$465,000","936 E St, Blaine, WA 98230",https://www.zillow.com/homedetails/936-E-St-Blaine-WA-98230/2067369046_zpid/,3,"<abbr class=""list",2,"1,248",Julie Carney,360-671-7677,RJR Real Estate Inc.,"3 Bdrm, 2 bath two story home situated on a quiet cul-de-sac. This home features a living room w/gas fireplace. Kitchen with eating bar, granite counter tops & new stainless steel sink & faucet.  Dining room with sliding glass door to beautifully fenced backyard.  Upstairs has full bath off master. Both bathrooms have water fountain faucets.  Double car garage.    This house is turn key ready for you to enjoy.  Fresh paint, newer appliances.      Everyone will enjoy the Hi-tech LED Lighting,  Wifi ceiling light with speaker connections to Bluetooth system.  Bring your music into   the living room and bedroom.    Walking distance to downtown Blaine and Blaine schools.",stainless
34,"$395,000","2618 S 12th St, Tacoma, WA 98405",https://www.zillow.com/homedetails/2618-S-12th-St-Tacoma-WA-98405/49227551_zpid/,2,"<abbr class=""list",1,936,Meghan Mason,253-841-7000,"John L. Scott, Inc.","Authentic charm abounds in this classic craftsman bungalow, a 6 block walk to the heart of Tacoma's lively 6th Ave  District. Completely refreshed throughout without disturbing that character you expect from this era: original doors,  Douglas fir hardwoods, 9 foot ceilings, crown moulding, picture rails, and an arched entry dining nook. Brand new quartz  counters in kitchen with stainless steel appliances. Clean, bright, and updated full bath. True rambler with good sized  bedrooms & walk-in closet in master. Pass through utility room/enclosed porch to fenced back yard with lots of  entertaining space as well as a large garden shed and original shop for storage galore. Alley access is accompanied by  ample parking for owners & guests",stainless
35,"$620,000","28222 Wild Rose Ln N, Davenport, WA 99122",https://www.zillow.com/homedetails/28222-Wild-Rose-Ln-N-Davenport-WA-99122/295217639_zpid/,5, House,3,"2,546",Ella Boitano,509-217-0468,Source Real Estate,"Looking for a country getaway with a short drive to the city? You found it!! This stunning home is located just outside of Davenport, WA. Come enjoy the country setting from the deck area and enjoy the peace and tranquility this home provides.  Craftsman home boasts 5bed, 2 bath, large, newer stainless steel appliances, large pantry and mud-room area. The lush green grass area includes a patio, deck, playground, and adorable playhouse. Home also features a brand new 32X40 shop- complete with loft space and oversized double doors. Come take a tour of this amazing home and see all the amenities it offers.",stainless
36,"$154,000","359 7th St SE #4, Puyallup, WA 98372",https://www.zillow.com/homedetails/359-7th-St-SE-4-Puyallup-WA-98372/2067569685_zpid/,1,"<abbr class=""list",1,650,Ashley DeVaney,253-835-4500,Keller Williams Realty PS,"Welcome to the Viking Co-Op! A 55+ Community conveniently located in downtown Puyallup. This condo boasts a recently updated kitchen w/ new stainless steel appliances, good size living room, and two newly installed ductless heat/AC units. All appliances including Washer and Dryer will remain. Unit also has a large private patio perfect for entertaining or a small garden. Carport is included. Great location and quiet neighborhood close to shopping and freeway. HOA fees include water, sewer, garbage, lawn maintenance, and taxes.",stainless
